experimenter,RA,location,study name,IRB_protocol,subid,study version,gender,hisp,ethnicity,english,numlang,parented,othered,premie,xcalib,ycalib,consent,age,agegroup,exclude,notes,,
AEN,AEN,lab,negtracker,19960,052313_08,5_2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,052313_09,5_2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,052313_10,5_2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,052313_11,5_2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,052313_12,5_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,CDM,negtracker,19960,052513_01,5_1,male,no,white,100,1,6,4,no,,,0,4.303901437,4,0,,,
AEN,AEN,CDM,negtracker,19960,052513_02,5_1,male,no,white,100,1,4,NaN,no,,,1,1.475701574,1,0,,,
AEN,AEN,CDM,negtracker,19960,052513_03,5_1,male,yes,white,95,2,4,3,no,,,1,4.032854209,4,3,would not calibrate; autistic,,
AEN,AEN,CDM,negtracker,19960,052513_04,5_1,female,yes,white,100,2,NaN,NaN,no,,,1,4.925393566,4,0,,,exclusion criteria (for version 5 onwards):
AEN,AEN,CDM,negtracker,19960,052513_05,5_1,male,no,white,95,2,6,3,no,,,0,4.240930869,4,0,,,0 = don't exclude
AEN,AEN,CDM,negtracker,19960,052513_06,5_1,female,no,other,100,1,6,4,no,,,0,2.702258727,2,0,,,1 = no english
AEN,AEN,CDM,negtracker,19960,052513_07,5_4,female,yes,white,75,2,2,NaN,no,,,0,2.680355921,2,0,,,2 = early fussing
AEN,AEN,CDM,negtracker,19960,052513_08,5_4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,1,NaN,NaN,3,poor calibration,,3 = technical problems
AEN,AEN,CDM,negtracker,19960,052513_09,5_4,male,no,white,100,2,4,2,no,,,1,4.635181383,4,0,,,4 = parents eyes/parent interference
AEN,AEN,CDM,negtracker,19960,052513_10,5_4,female,no ,asian,95,2,6,4,no,,,1,2.647501711,2,0,,,5= no demographic form
AEN,AEN,lab,negtracker,19960,053013_01,5_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,053013_02,5_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,053013_03,5_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,053013_04,5_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,053013_05,5_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,053013_06,5_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,053013_07,5_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,053013_08,5_4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,053013_09,5_4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,053013_10,5_4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,053013_11,5_4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,CDM,negtracker,19960,061213_01,5_2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,1,NaN,NaN,3,computer malfunction,,
AEN,AEN,CDM,negtracker,19960,061213_02,5_2,male,no,white,100,1,4,3,no,,,1,2.198494182,2,0,,,
AEN,AEN,CDM,negtracker,19960,061213_03,5_2,male,no,asian,50,2,6,4,no,,,0,4.76659822,4,1,no english,,
AEN,AEN,CDM,negtracker,19960,061213_04,5_2,male,no,white,100,2,6,4,no,,,1,4.960985626,4,0,,,
AEN,AEN,CDM,negtracker,19960,061213_05,5_2,male,no,white,100,1,6,4,no,,,1,4.533880903,4,0,,,
AEN,AEN,CDM,negtracker,19960,061213_06,5_2,female,no,white,100,1,6,4,no,,,1,2.71321013,2,0,,,
AEN,AEN,CDM,negtracker,19960,061213_07,5_2,female,no,other,100,1,3,2,yes,,,1,4.884325804,4,0,,,
AEN,AEN,CDM,negtracker,19960,061213_08,5_2,NaN,NaN,NaN,75,NaN,NaN,NaN,NaN,,,0,4.791238877,4,0,,,
AEN,AEN,CDM,negtracker,19960,061313_01,5_2,female,no,white,100,1,6,6,no,,,1,4.824093087,4,0,,,
AEN,AEN,CDM,negtracker,19960,061313_02,5_3,male,no,white,100,1,6,4,no,,,1,4.317590691,4,0,,,
AEN,AEN,CDM,negtracker,19960,061313_03,5_3,female,yes,white,100,1,4,4,no,,,0,4.873374401,4,0,,,
AEN,AEN,CDM,negtracker,19960,061313_04,5_3,female,no,NaN,100,1,NaN,NaN,no,,,0,4.446269678,4,0,,,
AEN,AEN,CDM,negtracker,19960,061313_05,5_4,male,no,white,100,1,6,4,no,,,0,4.142368241,4,0,,,
AEN,AEN,CDM,negtracker,19960,061313_06,5_4,NaN,NaN,NaN,95,4,NaN,NaN,NaN,,,1,4.492813142,4,0,,,
AEN,AEN,CDM,negtracker,19960,061313_07,5_4,female,no,white,100,2,4,4,no,,,0,4.547570157,4,0,,,
AEN,AEN,CDM,negtracker,19960,061313_08,5_4,male,no,asian,95,2,4,3,no,,,1,4.955509925,4,0,,,
AEN,AEN,CDM,negtracker,19960,061313_09,5_2,female,no,asian,100,1,6,6,yes,,,1,4.873374401,4,0,,,
AEN,AEN,CDM,negtracker,19960,061313_10,5_4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,1,NaN,NaN,5,,,
AEN,AEN,lab,negtracker,19960,061813_01,5_1,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,,,0,adult,adult,0,,,
AEN,AEN,lab,negtracker,19960,061813_02,5_4,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,,,1,adult,adult,0,,,
AEN,AEN,lab,negtracker,19961,061813_03,5_4,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,,,2,adult,adult,0,,,
AEN,AEN,lab,negtracker,19961,061913_01,5_4,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
AEN,AEN,lab,negtracker,19961,061913_02,5_4,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,,,,adult,adult,0,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,0,,,,
