trial_id,trial_type_id,trial_order,trial_aux_data
401,952,10,NA
402,722,11,NA
403,575,12,NA
404,872,13,NA
405,27,14,NA
406,187,15,NA
407,1029,16,NA
408,496,17,NA
409,649,18,NA
410,1029,19,NA
411,871,2,NA
412,415,20,NA
413,1101,21,NA
414,730,22,NA
415,119,23,NA
416,261,24,NA
417,798,25,NA
418,949,26,NA
419,341,27,NA
420,1182,28,NA
421,651,29,NA
422,576,3,NA
423,179,30,NA
424,6,31,NA
425,1175,32,NA
426,1105,4,NA
427,116,5,NA
428,227,6,NA
429,799,7,NA
430,416,8,NA
431,322,9,NA
432,197,1,NA
433,267,10,NA
434,876,11,NA
435,581,12,NA
436,1180,13,NA
437,654,14,NA
438,498,15,NA
439,1063,16,NA
440,728,17,NA
441,37,18,NA
442,962,19,NA
443,117,2,NA
444,774,20,NA
445,419,21,NA
446,1104,22,NA
447,500,23,NA
448,262,24,NA
449,1107,3,NA
450,420,4,NA
451,806,5,NA
452,954,6,NA
453,342,7,NA
454,729,8,NA
455,113,9,NA
456,472,1,NA
457,929,10,NA
458,708,11,NA
459,555,12,NA
460,844,13,NA
461,14,14,NA
462,1026,16,NA
463,466,17,NA
464,642,18,NA
465,1014,19,NA
466,857,2,NA
467,392,20,NA
468,1082,21,NA
469,704,22,NA
470,99,23,NA
471,242,24,NA
472,777,25,NA
473,929,26,NA
474,548,3,NA
475,1088,4,NA
476,100,5,NA
477,245,6,NA
478,780,7,NA
479,398,8,NA
480,324,9,NA
481,173,1,NA
482,253,10,NA
483,851,11,NA
484,536,12,NA
485,1160,13,NA
486,636,14,NA
487,484,15,NA
488,1013,16,NA
489,692,17,NA
490,22,18,NA
491,937,19,NA
492,97,2,NA
493,769,20,NA
494,389,21,NA
495,1066,22,NA
496,463,23,NA
497,235,24,NA
498,641,25,NA
499,1160,26,NA
500,174,28,NA
501,1017,29,NA
502,1074,3,NA
503,857,30,NA
504,24,31,NA
505,560,32,NA
506,379,4,NA
507,767,5,NA
508,915,6,NA
509,308,7,NA
510,697,8,NA
511,91,9,NA
512,483,1,NA
513,934,10,NA
514,699,11,NA
515,557,12,NA
516,860,13,NA
517,17,14,NA
518,154,15,NA
519,1020,16,NA
520,492,17,NA
521,635,18,NA
522,1009,19,NA
523,868,2,NA
524,383,20,NA
525,1077,21,NA
526,713,22,NA
527,105,23,NA
528,244,24,NA
529,784,25,NA
530,935,26,NA
531,331,27,NA
532,1155,28,NA
533,631,29,NA
534,567,3,NA
535,164,30,NA
536,23,31,NA
537,1155,32,NA
538,1086,4,NA
539,96,5,NA
540,258,6,NA
541,768,7,NA
542,385,8,NA
543,325,9,NA
544,161,1,NA
545,234,10,NA
546,849,11,NA
547,546,12,NA
548,1167,13,NA
549,610,14,NA
550,529,15,NA
551,998,16,NA
552,719,17,NA
553,3,18,NA
554,936,19,NA
555,103,2,NA
556,769,20,NA
557,409,21,NA
558,1095,22,NA
559,488,23,NA
560,256,24,NA
561,623,25,NA
562,1165,26,NA
563,310,27,NA
564,168,28,NA
565,1016,29,NA
566,1074,3,NA
567,861,30,NA
568,9,31,NA
569,534,32,NA
570,386,4,NA
571,779,5,NA
572,917,6,NA
573,321,7,NA
574,692,8,NA
575,83,9,NA
576,466,1,NA
577,935,10,NA
578,716,11,NA
579,545,12,NA
580,842,13,NA
581,3,14,NA
582,178,15,NA
583,1000,16,NA
584,461,17,NA
585,618,18,NA
586,1004,19,NA
587,859,2,NA
588,387,20,NA
589,1068,21,NA
590,720,22,NA
591,86,23,NA
592,234,24,NA
593,793,25,NA
594,914,26,NA
595,333,27,NA
596,1158,28,NA
597,541,3,NA
598,1084,4,NA
599,95,5,NA
600,237,6,NA
601,771,7,NA
602,392,8,NA
603,314,9,NA
604,163,1,NA
605,253,10,NA
606,860,11,NA
607,549,12,NA
608,1165,13,NA
609,630,14,NA
610,486,15,NA
611,1016,16,NA
612,707,17,NA
613,19,18,NA
614,931,19,NA
615,88,2,NA
616,781,20,NA
617,397,21,NA
618,1085,22,NA
619,460,23,NA
620,249,24,NA
621,626,25,NA
622,1160,26,NA
623,306,27,NA
624,170,28,NA
625,999,29,NA
626,1067,3,NA
627,852,30,NA
628,15,31,NA
629,558,32,NA
630,399,4,NA
631,770,5,NA
632,913,6,NA
633,329,7,NA
634,712,8,NA
635,102,9,NA
636,468,1,NA
637,932,10,NA
638,700,11,NA
639,555,12,NA
640,855,13,NA
641,21,14,NA
642,165,15,NA
643,1014,16,NA
644,459,17,NA
645,637,18,NA
646,1006,19,NA
647,865,2,NA
648,407,20,NA
649,1070,21,NA
650,709,22,NA
651,97,23,NA
652,239,24,NA
653,779,25,NA
654,923,26,NA
655,325,27,NA
656,1158,28,NA
657,640,29,NA
658,548,3,NA
659,166,30,NA
660,20,31,NA
661,1164,32,NA
662,1080,4,NA
663,102,5,NA
664,252,6,NA
665,769,7,NA
666,392,8,NA
667,324,9,NA
668,476,1,NA
669,925,10,NA
670,709,11,NA
671,548,12,NA
672,842,13,NA
673,12,14,NA
674,176,15,NA
675,1027,16,NA
676,491,17,NA
677,613,18,NA
678,1026,19,NA
679,850,2,NA
680,405,20,NA
681,1084,21,NA
682,720,22,NA
683,108,23,NA
684,248,24,NA
685,797,25,NA
686,941,26,NA
687,324,27,NA
688,1171,28,NA
689,637,29,NA
690,571,3,NA
691,172,30,NA
692,26,31,NA
693,1171,32,NA
694,1080,4,NA
695,95,5,NA
696,233,6,NA
697,796,7,NA
698,400,8,NA
699,309,9,NA
700,155,1,NA
701,234,10,NA
702,866,11,NA
703,546,12,NA
704,1168,13,NA
705,616,14,NA
706,465,15,NA
707,1015,16,NA
708,717,17,NA
709,5,18,NA
710,939,19,NA
711,80,2,NA
712,765,20,NA
713,391,21,NA
714,1067,22,NA
715,484,23,NA
716,258,24,NA
717,630,25,NA
718,1167,26,NA
719,328,27,NA
720,175,28,NA
721,1017,29,NA
722,1081,3,NA
723,867,30,NA
724,4,31,NA
725,562,32,NA
726,379,4,NA
727,795,5,NA
728,936,6,NA
729,316,7,NA
730,717,8,NA
731,89,9,NA
732,171,1,NA
733,255,10,NA
734,847,11,NA
735,563,12,NA
736,1166,13,NA
737,621,14,NA
738,480,15,NA
739,1011,16,NA
740,703,17,NA
741,25,18,NA
742,939,19,NA
743,86,2,NA
744,776,20,NA
745,404,21,NA
746,1074,22,NA
747,473,23,NA
748,235,24,NA
749,630,25,NA
750,1152,26,NA
751,335,27,NA
752,174,28,NA
753,1005,29,NA
754,1081,3,NA
755,859,30,NA
756,11,31,NA
757,534,32,NA
758,386,4,NA
759,793,5,NA
760,926,6,NA
761,328,7,NA
762,693,8,NA
763,91,9,NA
764,478,1,NA
765,927,10,NA
766,706,11,NA
767,565,12,NA
768,856,13,NA
769,18,14,NA
770,158,15,NA
771,1018,16,NA
772,481,17,NA
773,625,18,NA
774,1014,19,NA
775,869,2,NA
776,412,20,NA
777,1088,21,NA
778,702,22,NA
779,103,23,NA
780,248,24,NA
781,797,25,NA
782,925,26,NA
783,336,27,NA
784,1173,28,NA
785,646,29,NA
786,548,3,NA
787,185,30,NA
788,15,31,NA
789,1153,32,NA
790,1092,4,NA
791,98,5,NA
792,258,6,NA
793,783,7,NA
794,415,8,NA
795,330,9,NA
796,184,1,NA
797,260,10,NA
798,864,11,NA
799,568,12,NA
800,1159,13,NA
801,623,14,NA
802,475,15,NA
803,1025,16,NA
804,693,17,NA
805,18,18,NA
806,931,19,NA
807,101,2,NA
808,792,20,NA
809,404,21,NA
810,1099,22,NA
811,490,23,NA
812,228,24,NA
813,626,25,NA
814,1167,26,NA
815,328,27,NA
816,182,28,NA
817,1016,29,NA
818,1100,3,NA
819,863,30,NA
820,23,31,NA
821,562,32,NA
822,397,4,NA
823,788,5,NA
824,943,6,NA
825,319,7,NA
826,717,8,NA
827,96,9,NA
828,474,1,NA
829,929,10,NA
830,711,11,NA
831,537,12,NA
832,856,13,NA
833,25,14,NA
834,163,15,NA
835,1018,16,NA
836,478,17,NA
837,620,18,NA
838,1002,19,NA
839,865,2,NA
840,400,20,NA
841,1082,21,NA
842,762,22,NA
843,92,23,NA
844,257,24,NA
845,775,25,NA
846,916,26,NA
847,325,27,NA
848,1157,28,NA
849,622,29,NA
850,545,3,NA
851,168,30,NA
852,13,31,NA
853,1158,32,NA
854,1070,4,NA
855,83,5,NA
856,240,6,NA
857,787,7,NA
858,378,8,NA
859,317,9,NA
860,478,1,NA
861,938,10,NA
862,711,11,NA
863,545,12,NA
864,862,13,NA
865,30,14,NA
866,158,15,NA
867,1010,16,NA
868,472,17,NA
869,633,18,NA
870,1021,19,NA
871,850,2,NA
872,405,20,NA
873,1077,21,NA
874,702,22,NA
875,77,23,NA
876,250,24,NA
877,793,25,NA
878,921,26,NA
879,339,27,NA
880,1169,28,NA
881,620,29,NA
882,555,3,NA
883,162,30,NA
884,31,31,NA
885,1161,32,NA
886,1094,4,NA
887,89,5,NA
888,243,6,NA
889,792,7,NA
890,410,8,NA
891,334,9,NA
892,459,1,NA
893,929,10,NA
894,694,11,NA
895,550,12,NA
896,849,13,NA
897,21,14,NA
898,160,15,NA
899,1006,16,NA
900,478,17,NA
901,625,18,NA
902,1002,19,NA
903,867,2,NA
904,390,20,NA
905,1088,21,NA
906,704,22,NA
907,99,23,NA
908,300,24,NA
909,773,25,NA
910,921,26,NA
911,317,27,NA
912,1150,28,NA
913,618,29,NA
914,547,3,NA
915,162,30,NA
916,28,31,NA
917,1150,32,NA
918,1084,4,NA
919,102,5,NA
920,251,6,NA
921,790,7,NA
922,396,8,NA
923,320,9,NA
924,158,1,NA
925,236,10,NA
926,841,11,NA
927,532,12,NA
928,1163,13,NA
929,619,14,NA
930,465,15,NA
931,1013,16,NA
932,695,17,NA
933,18,18,NA
934,930,19,NA
935,80,2,NA
936,772,20,NA
937,406,21,NA
938,1091,22,NA
939,473,23,NA
940,235,24,NA
941,643,25,NA
942,1166,26,NA
943,373,27,NA
944,175,28,NA
945,1017,29,NA
946,1071,3,NA
947,846,30,NA
948,13,31,NA
949,540,32,NA
950,382,4,NA
951,767,5,NA
952,930,6,NA
953,318,7,NA
954,761,8,NA
955,93,9,NA
956,152,1,NA
957,257,10,NA
958,860,11,NA
959,538,12,NA
960,1148,13,NA
961,636,14,NA
962,471,15,NA
963,997,16,NA
964,692,17,NA
965,73,18,NA
966,920,19,NA
967,80,2,NA
968,771,20,NA
969,403,21,NA
970,1072,22,NA
971,457,23,NA
972,252,24,NA
973,614,25,NA
974,1147,26,NA
975,305,27,NA
976,166,28,NA
977,1016,29,NA
978,1091,3,NA
979,843,30,NA
980,20,31,NA
981,542,32,NA
982,384,4,NA
983,764,5,NA
984,926,6,NA
985,326,7,NA
986,697,8,NA
987,104,9,NA
988,476,1,NA
989,910,10,NA
990,696,11,NA
991,533,12,NA
992,858,13,NA
993,16,14,NA
994,171,15,NA
995,474,17,NA
996,627,18,NA
997,996,19,NA
998,845,2,NA
999,405,20,NA
1000,1092,21,NA
1001,713,22,NA
1002,94,23,NA
1003,229,24,NA
1004,766,25,NA
1005,539,3,NA
1006,1082,4,NA
1007,100,5,NA
1008,235,6,NA
1009,768,7,NA
1010,396,8,NA
1011,325,9,NA
1012,173,1,NA
1013,238,10,NA
1014,842,11,NA
1015,544,12,NA
1016,1166,13,NA
1017,617,14,NA
1018,467,15,NA
1019,1008,16,NA
1020,697,17,NA
1021,10,18,NA
1022,912,19,NA
1023,97,2,NA
1024,781,20,NA
1025,397,21,NA
1026,1089,22,NA
1027,462,23,NA
1028,231,24,NA
1029,612,25,NA
1030,1170,26,NA
1031,1144,3,NA
1032,379,4,NA
1033,789,5,NA
1034,933,6,NA
1035,318,7,NA
1036,690,8,NA
1037,83,9,NA
1038,459,1,NA
1039,929,10,NA
1040,699,11,NA
1041,543,12,NA
1042,842,13,NA
1043,27,14,NA
1044,158,15,NA
1045,1006,16,NA
1046,466,17,NA
1047,615,18,NA
1048,1022,19,NA
1049,857,2,NA
1050,385,20,NA
1051,1073,21,NA
1052,718,22,NA
1053,92,23,NA
1054,239,24,NA
1055,547,3,NA
1056,1075,4,NA
1057,96,5,NA
1058,243,6,NA
1059,796,7,NA
1060,383,8,NA
1061,315,9,NA
1062,154,1,NA
1063,250,10,NA
1064,862,11,NA
1065,553,12,NA
1066,1149,13,NA
1067,617,14,NA
1068,469,15,NA
1069,998,16,NA
1070,715,17,NA
1071,7,18,NA
1072,924,19,NA
1073,81,2,NA
1074,780,20,NA
1075,391,21,NA
1076,1083,22,NA
1077,471,23,NA
1078,252,24,NA
1079,621,25,NA
1080,1152,26,NA
1081,305,27,NA
1082,157,28,NA
1083,1001,29,NA
1084,1076,3,NA
1085,839,30,NA
1086,1,31,NA
1087,534,32,NA
1088,375,4,NA
1089,775,5,NA
1090,919,6,NA
1091,307,7,NA
1092,691,8,NA
1093,104,9,NA
1094,470,1,NA
1095,923,10,NA
1096,698,11,NA
1097,545,12,NA
1098,838,13,NA
1099,3,14,NA
1100,154,15,NA
1101,1002,16,NA
1102,466,17,NA
1103,631,18,NA
1104,1021,19,NA
1105,845,2,NA
1106,376,20,NA
1107,1079,21,NA
1108,711,22,NA
1109,84,23,NA
1110,232,24,NA
1111,788,25,NA
1112,914,26,NA
1113,314,27,NA
1114,1161,28,NA
1115,611,29,NA
1116,556,3,NA
1117,153,30,NA
1118,0,31,NA
1119,1169,32,NA
1120,1073,4,NA
1121,82,5,NA
1122,254,6,NA
1123,771,7,NA
1124,381,8,NA
1125,320,9,NA
1126,180,1,NA
1127,246,10,NA
1128,853,11,NA
1129,566,12,NA
1130,1156,13,NA
1131,628,14,NA
1132,471,15,NA
1133,997,16,NA
1134,712,17,NA
1135,36,18,NA
1136,944,19,NA
1137,107,2,NA
1138,791,20,NA
1139,401,21,NA
1140,1071,22,NA
1141,482,23,NA
1142,259,24,NA
1143,639,25,NA
1144,1172,26,NA
1145,318,27,NA
1146,177,28,NA
1147,1013,29,NA
1148,1093,3,NA
1149,845,30,NA
1150,2,31,NA
1151,544,32,NA
1152,393,4,NA
1153,777,5,NA
1154,920,6,NA
1155,323,7,NA
1156,701,8,NA
1157,91,9,NA
1158,194,1,NA
1159,271,10,NA
1160,883,11,NA
1161,584,12,NA
1162,1186,13,NA
1163,655,14,NA
1164,504,15,NA
1165,1037,16,NA
1166,732,17,NA
1167,45,18,NA
1168,985,19,NA
1169,127,2,NA
1170,807,20,NA
1171,423,21,NA
1172,1114,22,NA
1173,1114,3,NA
1174,423,4,NA
1175,805,5,NA
1176,961,6,NA
1177,349,7,NA
1178,734,8,NA
1179,128,9,NA
1180,461,1,NA
1181,925,10,NA
1182,704,11,NA
1183,564,12,NA
1184,837,13,NA
1185,22,14,NA
1186,158,15,NA
1187,1012,16,NA
1188,458,17,NA
1189,622,18,NA
1190,1020,19,NA
1191,861,2,NA
1192,400,20,NA
1193,1090,21,NA
1194,708,22,NA
1195,92,23,NA
1196,248,24,NA
1197,770,25,NA
1198,925,26,NA
1199,372,27,NA
1200,1145,28,NA
1201,627,29,NA
1202,552,3,NA
1203,159,30,NA
1204,9,31,NA
1205,1162,32,NA
1206,1092,4,NA
1207,109,5,NA
1208,231,6,NA
1209,781,7,NA
1210,387,8,NA
1211,312,9,NA
1212,195,1,NA
1213,272,10,NA
1214,881,11,NA
1215,578,12,NA
1216,1185,13,NA
1217,657,14,NA
1218,502,15,NA
1219,1035,16,NA
1220,731,17,NA
1221,75,18,NA
1222,957,19,NA
1223,134,2,NA
1224,810,20,NA
1225,455,21,NA
1226,1111,22,NA
1227,502,23,NA
1228,302,24,NA
1229,686,25,NA
1230,1183,26,NA
1231,360,27,NA
1232,196,28,NA
1233,1113,3,NA
1234,454,4,NA
1235,811,5,NA
1236,956,6,NA
1237,371,7,NA
1238,735,8,NA
1239,122,9,NA
1240,503,1,NA
1241,959,10,NA
1242,736,11,NA
1243,583,12,NA
1244,884,13,NA
1245,45,14,NA
1246,215,15,NA
1247,1036,16,NA
1248,505,17,NA
1249,656,18,NA
1250,1038,19,NA
1251,880,2,NA
1252,422,20,NA
1253,1112,21,NA
1254,733,22,NA
1255,123,23,NA
1256,270,24,NA
1257,806,25,NA
1258,955,26,NA
1259,348,27,NA
1260,1184,28,NA
1261,672,29,NA
1262,580,3,NA
1263,192,30,NA
1264,42,31,NA
1265,1207,32,NA
1266,1112,4,NA
1267,125,5,NA
1268,275,6,NA
1269,809,7,NA
1270,424,8,NA
1271,345,9,NA
1272,198,1,NA
1273,274,10,NA
1274,882,11,NA
1275,582,12,NA
1276,1183,13,NA
1277,671,14,NA
1278,501,15,NA
1279,1039,16,NA
1280,737,17,NA
1281,47,18,NA
1282,960,19,NA
1283,121,2,NA
1284,808,20,NA
1285,446,21,NA
1286,1115,22,NA
1287,501,23,NA
1288,273,24,NA
1289,658,25,NA
1290,1190,26,NA
1291,346,27,NA
1292,193,28,NA
1293,1048,29,NA
1294,1110,3,NA
1295,879,30,NA
1296,41,31,NA
1297,579,32,NA
1298,421,4,NA
1299,812,5,NA
1300,960,6,NA
1301,344,7,NA
1302,760,8,NA
1303,137,9,NA
1304,522,1,NA
1305,975,10,NA
1306,749,11,NA
1307,598,12,NA
1308,903,13,NA
1309,70,14,NA
1310,213,15,NA
1311,1057,16,NA
1312,522,17,NA
1313,664,18,NA
1314,1055,19,NA
1315,886,2,NA
1316,445,20,NA
1317,1137,21,NA
1318,748,22,NA
1319,129,23,NA
1320,292,24,NA
1321,834,25,NA
1322,991,26,NA
1323,347,27,NA
1324,1195,28,NA
1325,662,29,NA
1326,587,3,NA
1327,220,30,NA
1328,63,31,NA
1329,1212,32,NA
1330,1142,4,NA
1331,142,5,NA
1332,278,6,NA
1333,819,7,NA
1334,436,8,NA
1335,364,9,NA
1336,511,1,NA
1337,984,10,NA
1338,749,11,NA
1339,600,12,NA
1340,895,13,NA
1341,60,14,NA
1342,218,15,NA
1343,1055,16,NA
1344,522,17,NA
1345,674,18,NA
1346,1057,19,NA
1347,894,2,NA
1348,441,20,NA
1349,1137,21,NA
1350,751,22,NA
1351,145,23,NA
1352,298,24,NA
1353,832,25,NA
1354,980,26,NA
1355,361,27,NA
1356,1211,28,NA
1357,659,29,NA
1358,592,3,NA
1359,221,30,NA
1360,49,31,NA
1361,1200,32,NA
1362,1122,4,NA
1363,130,5,NA
1364,284,6,NA
1365,827,7,NA
1366,434,8,NA
1367,358,9,NA
1368,224,1,NA
1369,277,10,NA
1370,885,11,NA
1371,595,12,NA
1372,1201,13,NA
1373,675,14,NA
1374,519,15,NA
1375,1050,16,NA
1376,738,17,NA
1377,60,18,NA
1378,979,19,NA
1379,129,2,NA
1380,825,20,NA
1381,426,21,NA
1382,1134,22,NA
1383,510,23,NA
1384,293,24,NA
1385,679,25,NA
1386,1201,26,NA
1387,365,27,NA
1388,214,28,NA
1389,1056,29,NA
1390,1117,3,NA
1391,900,30,NA
1392,58,31,NA
1393,605,32,NA
1394,428,4,NA
1395,815,5,NA
1396,967,6,NA
1397,356,7,NA
1398,745,8,NA
1399,140,9,NA
1400,518,1,NA
1401,978,10,NA
1402,748,11,NA
1403,596,12,NA
1404,898,13,NA
1405,64,14,NA
1406,212,15,NA
1407,1057,16,NA
1408,520,17,NA
1409,683,18,NA
1410,1046,19,NA
1411,907,2,NA
1412,445,20,NA
1413,1131,21,NA
1414,598,3,NA
1415,1128,4,NA
1416,140,5,NA
1417,289,6,NA
1418,820,7,NA
1419,430,8,NA
1420,358,9,NA
1421,512,1,NA
1422,972,10,NA
1423,749,11,NA
1424,594,12,NA
1425,903,13,NA
1426,60,14,NA
1427,210,15,NA
1428,1046,16,NA
1429,530,17,NA
1430,661,18,NA
1431,1055,19,NA
1432,904,2,NA
1433,447,20,NA
1434,1128,21,NA
1435,749,22,NA
1436,141,23,NA
1437,277,24,NA
1438,830,25,NA
1439,986,26,NA
1440,363,27,NA
1441,1199,28,NA
1442,680,29,NA
1443,608,3,NA
1444,219,30,NA
1445,61,31,NA
1446,1204,32,NA
1447,1137,4,NA
1448,135,5,NA
1449,280,6,NA
1450,818,7,NA
1451,429,8,NA
1452,358,9,NA
1453,218,1,NA
1454,285,10,NA
1455,897,11,NA
1456,603,12,NA
1457,1192,13,NA
1458,666,14,NA
1459,510,15,NA
1460,1044,16,NA
1461,753,17,NA
1462,51,18,NA
1463,149,2,NA
1464,818,20,NA
1465,439,21,NA
1466,1130,22,NA
1467,524,23,NA
