target_side,vanilla_trial,condition,target_id,distractor_id,full_phrase,trial_type_id,dataset_id,lab_trial_id,aoi_region_set_id,point_of_disambiguation,full_phrase_language,trial_type_aux_data
right,FALSE,Speakers_novel,9,7,Lif Wheresthe_ Lif,409,0,Speakers_novel-Lif-FribbleA,NA,0,eng,NA
right,TRUE,Speakers_familiar,5,4,Car Canyoufindthe_ Car,410,0,Speakers_familiar-Car-Baby,NA,0,eng,NA
left,FALSE,Speakers_novel,7,9,Neem Canyoufindthe_ Neem,411,0,Speakers_novel-Neem-FribbleB,NA,0,eng,NA
left,TRUE,Speakers_familiar,8,6,Ball Wheresthe_ Ball,412,0,Speakers_familiar-Ball-Kitty,NA,0,eng,NA
left,TRUE,Speakers_familiar,4,6,Baby Canyoufindthe_ Baby,413,0,Speakers_familiar-Baby-Kitty,NA,0,eng,NA
left,FALSE,Speakers_novel,1,2,Lif Wheresthe_ Lif,414,0,Speakers_novel-Lif-FribbleB,NA,0,eng,NA
right,FALSE,Speakers_novel,2,1,Neem Canyoufindthe_ Neem,415,0,Speakers_novel-Neem-FribbleA,NA,0,eng,NA
right,TRUE,Speakers_familiar,8,6,Ball Wheresthe_ Ball,416,0,Speakers_familiar-Ball-Kitty,NA,0,eng,NA
right,FALSE,Speakers_novel,1,2,Lif Canyoufindthe_ Lif,417,0,Speakers_novel-Lif-FribbleB,NA,0,eng,NA
left,TRUE,Speakers_familiar,6,0,Kitty Wheresthe_ Kitty,418,0,Speakers_familiar-Kitty-Shoe,NA,0,eng,NA
right,TRUE,Speakers_familiar,0,4,Shoe Wheresthe_ Shoe,419,0,Speakers_familiar-Shoe-Baby,NA,0,eng,NA
left,FALSE,Speakers_novel,2,1,Neem Canyoufindthe_ Neem,420,0,Speakers_novel-Neem-FribbleA,NA,0,eng,NA
left,TRUE,Speakers_familiar,0,8,Shoe Canyoufindthe_ Shoe,421,0,Speakers_familiar-Shoe-Ball,NA,0,eng,NA
left,FALSE,Speakers_novel,7,9,Neem Canyoufindthe_ Neem,422,0,Speakers_novel-Neem-FribbleB,NA,0,eng,NA
right,FALSE,Speakers_novel,9,7,Lif Wheresthe_ Lif,423,0,Speakers_novel-Lif-FribbleA,NA,0,eng,NA
right,TRUE,Speakers_familiar,3,6,Dog Wheresthe_ Dog,424,0,Speakers_familiar-Dog-Kitty,NA,0,eng,NA
right,FALSE,Speakers_novel,7,9,Neem Wheresthe_ Neem,425,0,Speakers_novel-Neem-FribbleB,NA,0,eng,NA
right,TRUE,Speakers_familiar,4,6,Baby Wheresthe_ Baby,426,0,Speakers_familiar-Baby-Kitty,NA,0,eng,NA
left,FALSE,Speakers_novel,9,7,Lif Canyoufindthe_ Lif,427,0,Speakers_novel-Lif-FribbleA,NA,0,eng,NA
left,TRUE,Speakers_familiar,8,6,Ball Canyoufindthe_ Ball,428,0,Speakers_familiar-Ball-Kitty,NA,0,eng,NA
left,TRUE,Speakers_familiar,0,6,Shoe Wheresthe_ Shoe,429,0,Speakers_familiar-Shoe-Kitty,NA,0,eng,NA
right,FALSE,Speakers_novel,9,7,Lif Wheresthe_ Lif,430,0,Speakers_novel-Lif-FribbleA,NA,0,eng,NA
left,FALSE,Speakers_novel,7,9,Neem Canyoufindthe_ Neem,431,0,Speakers_novel-Neem-FribbleB,NA,0,eng,NA
right,TRUE,Speakers_familiar,5,8,Car Canyoufindthe_ Car,432,0,Speakers_familiar-Car-Ball,NA,0,eng,NA
right,FALSE,Speakers_novel,7,9,Neem Canyoufindthe_ Neem,433,0,Speakers_novel-Neem-FribbleB,NA,0,eng,NA
right,TRUE,Speakers_familiar,6,3,Kitty Canyoufindthe_ Kitty,434,0,Speakers_familiar-Kitty-Dog,NA,0,eng,NA
left,TRUE,Speakers_familiar,4,6,Baby Wheresthe_ Baby,435,0,Speakers_familiar-Baby-Kitty,NA,0,eng,NA
left,FALSE,Speakers_novel,9,7,Lif Wheresthe_ Lif,436,0,Speakers_novel-Lif-FribbleA,NA,0,eng,NA
right,TRUE,Speakers_familiar,0,6,Shoe Wheresthe_ Shoe,437,0,Speakers_familiar-Shoe-Kitty,NA,0,eng,NA
left,FALSE,Speakers_novel,2,1,Neem Canyoufindthe_ Neem,438,0,Speakers_novel-Neem-FribbleA,NA,0,eng,NA
left,TRUE,Speakers_familiar,5,4,Car Wheresthe_ Car,439,0,Speakers_familiar-Car-Baby,NA,0,eng,NA
right,FALSE,Speakers_novel,2,1,Neem Wheresthe_ Neem,440,0,Speakers_novel-Neem-FribbleA,NA,0,eng,NA
right,TRUE,Speakers_familiar,3,8,Dog Canyoufindthe_ Dog,441,0,Speakers_familiar-Dog-Ball,NA,0,eng,NA
left,FALSE,Speakers_novel,1,2,Lif Wheresthe_ Lif,442,0,Speakers_novel-Lif-FribbleB,NA,0,eng,NA
left,TRUE,Speakers_familiar,4,0,Baby Canyoufindthe_ Baby,443,0,Speakers_familiar-Baby-Shoe,NA,0,eng,NA
left,TRUE,Speakers_familiar,5,0,Car Canyoufindthe_ Car,444,0,Speakers_familiar-Car-Shoe,NA,0,eng,NA
right,TRUE,Speakers_familiar,3,0,Dog Wheresthe_ Dog,445,0,Speakers_familiar-Dog-Shoe,NA,0,eng,NA
left,FALSE,Speakers_novel,7,9,Neem Canyoufindthe_ Neem,446,0,Speakers_novel-Neem-FribbleB,NA,0,eng,NA
right,TRUE,Speakers_familiar,6,8,Kitty Canyoufindthe_ Kitty,447,0,Speakers_familiar-Kitty-Ball,NA,0,eng,NA
left,FALSE,Speakers_novel,9,7,Lif Wheresthe_ Lif,448,0,Speakers_novel-Lif-FribbleA,NA,0,eng,NA
left,TRUE,Speakers_familiar,8,3,Ball Canyoufindthe_ Ball,449,0,Speakers_familiar-Ball-Dog,NA,0,eng,NA
right,FALSE,Speakers_novel,7,9,Neem Wheresthe_ Neem,450,0,Speakers_novel-Neem-FribbleB,NA,0,eng,NA
left,TRUE,Speakers_familiar,4,0,Baby Wheresthe_ Baby,451,0,Speakers_familiar-Baby-Shoe,NA,0,eng,NA
right,FALSE,Speakers_novel,9,7,Lif Canyoufindthe_ Lif,452,0,Speakers_novel-Lif-FribbleA,NA,0,eng,NA
right,TRUE,Speakers_familiar,6,0,Kitty Canyoufindthe_ Kitty,453,0,Speakers_familiar-Kitty-Shoe,NA,0,eng,NA
left,FALSE,Speakers_novel,7,9,Neem Wheresthe_ Neem,454,0,Speakers_novel-Neem-FribbleB,NA,0,eng,NA
left,FALSE,Speakers_novel,9,7,Lif Canyoufindthe_ Lif,455,0,Speakers_novel-Lif-FribbleA,NA,0,eng,NA
left,TRUE,Speakers_familiar,0,6,Shoe Wheresthe_ Shoe,456,0,Speakers_familiar-Shoe-Kitty,NA,0,eng,NA
right,TRUE,Speakers_familiar,5,8,Car Canyoufindthe_ Car,457,0,Speakers_familiar-Car-Ball,NA,0,eng,NA
right,TRUE,Speakers_familiar,3,5,Dog Canyoufindthe_ Dog,458,0,Speakers_familiar-Dog-Car,NA,0,eng,NA
left,FALSE,Speakers_novel,7,9,Neem Wheresthe_ Neem,459,0,Speakers_novel-Neem-FribbleB,NA,0,eng,NA
left,TRUE,Speakers_familiar,6,0,Kitty Wheresthe_ Kitty,460,0,Speakers_familiar-Kitty-Shoe,NA,0,eng,NA
right,TRUE,Speakers_familiar,5,3,Car Wheresthe_ Car,461,0,Speakers_familiar-Car-Dog,NA,0,eng,NA
left,TRUE,Speakers_familiar,8,0,Ball Canyoufindthe_ Ball,462,0,Speakers_familiar-Ball-Shoe,NA,0,eng,NA
left,FALSE,Speakers_novel,9,7,Lif Canyoufindthe_ Lif,463,0,Speakers_novel-Lif-FribbleA,NA,0,eng,NA
right,TRUE,Speakers_familiar,4,3,Baby Wheresthe_ Baby,464,0,Speakers_familiar-Baby-Dog,NA,0,eng,NA
right,FALSE,Speakers_novel,2,1,Neem Canyoufindthe_ Neem,465,0,Speakers_novel-Neem-FribbleA,NA,0,eng,NA
left,TRUE,Speakers_familiar,3,6,Dog Wheresthe_ Dog,466,0,Speakers_familiar-Dog-Kitty,NA,0,eng,NA
left,FALSE,Speakers_novel,1,2,Lif Canyoufindthe_ Lif,467,0,Speakers_novel-Lif-FribbleB,NA,0,eng,NA
right,TRUE,Speakers_familiar,5,4,Car Wheresthe_ Car,468,0,Speakers_familiar-Car-Baby,NA,0,eng,NA
left,FALSE,Speakers_novel,2,1,Neem Canyoufindthe_ Neem,469,0,Speakers_novel-Neem-FribbleA,NA,0,eng,NA
right,FALSE,Speakers_novel,1,2,Lif Wheresthe_ Lif,470,0,Speakers_novel-Lif-FribbleB,NA,0,eng,NA
left,TRUE,Speakers_familiar,0,3,Shoe Canyoufindthe_ Shoe,471,0,Speakers_familiar-Shoe-Dog,NA,0,eng,NA
right,TRUE,Speakers_familiar,0,5,Shoe Canyoufindthe_ Shoe,472,0,Speakers_familiar-Shoe-Car,NA,0,eng,NA
left,FALSE,Speakers_novel,9,7,Lif Canyoufindthe_ Lif,473,0,Speakers_novel-Lif-FribbleA,NA,0,eng,NA
right,FALSE,Speakers_novel,7,9,Neem Wheresthe_ Neem,474,0,Speakers_novel-Neem-FribbleB,NA,0,eng,NA
left,TRUE,Speakers_familiar,8,5,Ball Wheresthe_ Ball,475,0,Speakers_familiar-Ball-Car,NA,0,eng,NA
left,FALSE,Speakers_novel,7,9,Neem Wheresthe_ Neem,476,0,Speakers_novel-Neem-FribbleB,NA,0,eng,NA
right,TRUE,Speakers_familiar,6,0,Kitty Wheresthe_ Kitty,477,0,Speakers_familiar-Kitty-Shoe,NA,0,eng,NA
right,FALSE,Speakers_novel,9,7,Lif Canyoufindthe_ Lif,478,0,Speakers_novel-Lif-FribbleA,NA,0,eng,NA
left,TRUE,Speakers_familiar,3,4,Dog Canyoufindthe_ Dog,479,0,Speakers_familiar-Dog-Baby,NA,0,eng,NA
right,TRUE,Speakers_familiar,5,4,Car Canyoufindthe_ Car,480,0,Speakers_familiar-Car-Baby,NA,0,eng,NA
left,FALSE,Speakers_novel,1,2,Lif Canyoufindthe_ Lif,481,0,Speakers_novel-Lif-FribbleB,NA,0,eng,NA
left,TRUE,Speakers_familiar,6,0,Kitty Wheresthe_ Kitty,482,0,Speakers_familiar-Kitty-Shoe,NA,0,eng,NA
right,FALSE,Speakers_novel,2,1,Neem Wheresthe_ Neem,483,0,Speakers_novel-Neem-FribbleA,NA,0,eng,NA
left,TRUE,Speakers_familiar,4,5,Baby Canyoufindthe_ Baby,484,0,Speakers_familiar-Baby-Car,NA,0,eng,NA
left,FALSE,Speakers_novel,2,1,Neem Wheresthe_ Neem,485,0,Speakers_novel-Neem-FribbleA,NA,0,eng,NA
right,TRUE,Speakers_familiar,8,3,Ball Canyoufindthe_ Ball,486,0,Speakers_familiar-Ball-Dog,NA,0,eng,NA
right,FALSE,Speakers_novel,1,2,Lif Wheresthe_ Lif,487,0,Speakers_novel-Lif-FribbleB,NA,0,eng,NA
right,TRUE,Speakers_familiar,8,5,Ball Canyoufindthe_ Ball,488,0,Speakers_familiar-Ball-Car,NA,0,eng,NA
right,FALSE,Speakers_novel,2,1,Neem Wheresthe_ Neem,489,0,Speakers_novel-Neem-FribbleA,NA,0,eng,NA
right,TRUE,Speakers_familiar,0,8,Shoe Wheresthe_ Shoe,490,0,Speakers_familiar-Shoe-Ball,NA,0,eng,NA
right,FALSE,Speakers_novel,1,2,Lif Canyoufindthe_ Lif,491,0,Speakers_novel-Lif-FribbleB,NA,0,eng,NA
left,TRUE,Speakers_familiar,4,0,Baby Canyoufindthe_ Baby,492,0,Speakers_familiar-Baby-Shoe,NA,0,eng,NA
left,FALSE,Speakers_novel,2,1,Neem Wheresthe_ Neem,493,0,Speakers_novel-Neem-FribbleA,NA,0,eng,NA
right,TRUE,Speakers_familiar,0,8,Shoe Canyoufindthe_ Shoe,494,0,Speakers_familiar-Shoe-Ball,NA,0,eng,NA
left,TRUE,Speakers_familiar,6,3,Kitty Canyoufindthe_ Kitty,495,0,Speakers_familiar-Kitty-Dog,NA,0,eng,NA
left,TRUE,Speakers_familiar,4,0,Baby Wheresthe_ Baby,496,0,Speakers_familiar-Baby-Shoe,NA,0,eng,NA
right,FALSE,Speakers_novel,9,7,Lif Canyoufindthe_ Lif,497,0,Speakers_novel-Lif-FribbleA,NA,0,eng,NA
right,TRUE,Speakers_familiar,8,0,Ball Wheresthe_ Ball,498,0,Speakers_familiar-Ball-Shoe,NA,0,eng,NA
left,FALSE,Speakers_novel,2,1,Neem Canyoufindthe_ Neem,499,0,Speakers_novel-Neem-FribbleA,NA,0,eng,NA
right,FALSE,Speakers_novel,1,2,Lif Wheresthe_ Lif,500,0,Speakers_novel-Lif-FribbleB,NA,0,eng,NA
left,TRUE,Speakers_familiar,5,4,Car Canyoufindthe_ Car,501,0,Speakers_familiar-Car-Baby,NA,0,eng,NA
right,TRUE,Speakers_familiar,6,8,Kitty Wheresthe_ Kitty,502,0,Speakers_familiar-Kitty-Ball,NA,0,eng,NA
left,FALSE,Speakers_novel,1,2,Lif Canyoufindthe_ Lif,503,0,Speakers_novel-Lif-FribbleB,NA,0,eng,NA
right,FALSE,Speakers_novel,2,1,Neem Canyoufindthe_ Neem,504,0,Speakers_novel-Neem-FribbleA,NA,0,eng,NA
left,TRUE,Speakers_familiar,4,3,Baby Wheresthe_ Baby,505,0,Speakers_familiar-Baby-Dog,NA,0,eng,NA
right,TRUE,Speakers_familiar,5,4,Car Wheresthe_ Car,506,0,Speakers_familiar-Car-Baby,NA,0,eng,NA
right,FALSE,Speakers_novel,7,9,Neem Canyoufindthe_ Neem,507,0,Speakers_novel-Neem-FribbleB,NA,0,eng,NA
left,TRUE,Speakers_familiar,3,6,Dog Wheresthe_ Dog,508,0,Speakers_familiar-Dog-Kitty,NA,0,eng,NA
right,TRUE,Speakers_familiar,6,0,Kitty Canyoufindthe_ Kitty,509,0,Speakers_familiar-Kitty-Shoe,NA,0,eng,NA
left,TRUE,Speakers_familiar,8,5,Ball Wheresthe_ Ball,510,0,Speakers_familiar-Ball-Car,NA,0,eng,NA
right,TRUE,Speakers_familiar,8,3,Ball Wheresthe_ Ball,511,0,Speakers_familiar-Ball-Dog,NA,0,eng,NA
left,FALSE,Speakers_novel,9,7,Lif Wheresthe_ Lif,512,0,Speakers_novel-Lif-FribbleA,NA,0,eng,NA
left,TRUE,Speakers_familiar,6,3,Kitty Canyoufindthe_ Kitty,513,0,Speakers_familiar-Kitty-Dog,NA,0,eng,NA
right,TRUE,Speakers_familiar,4,0,Baby Wheresthe_ Baby,514,0,Speakers_familiar-Baby-Shoe,NA,0,eng,NA
right,FALSE,Speakers_novel,7,9,Neem Canyoufindthe_ Neem,515,0,Speakers_novel-Neem-FribbleB,NA,0,eng,NA
right,TRUE,Speakers_familiar,4,5,Baby Canyoufindthe_ Baby,516,0,Speakers_familiar-Baby-Car,NA,0,eng,NA
left,TRUE,Speakers_familiar,0,5,Shoe Wheresthe_ Shoe,517,0,Speakers_familiar-Shoe-Car,NA,0,eng,NA
right,FALSE,Speakers_novel,2,1,Neem Canyoufindthe_ Neem,518,0,Speakers_novel-Neem-FribbleA,NA,0,eng,NA
left,TRUE,Speakers_familiar,8,5,Ball Canyoufindthe_ Ball,519,0,Speakers_familiar-Ball-Car,NA,0,eng,NA
left,FALSE,Speakers_novel,2,1,Neem Wheresthe_ Neem,520,0,Speakers_novel-Neem-FribbleA,NA,0,eng,NA
right,TRUE,Speakers_familiar,3,5,Dog Wheresthe_ Dog,521,0,Speakers_familiar-Dog-Car,NA,0,eng,NA
left,FALSE,Speakers_novel,9,7,Lif Wheresthe_ Lif,522,0,Speakers_novel-Lif-FribbleA,NA,0,eng,NA
right,TRUE,Speakers_familiar,0,4,Shoe Wheresthe_ Shoe,523,0,Speakers_familiar-Shoe-Baby,NA,0,eng,NA
left,TRUE,Speakers_familiar,6,3,Kitty Wheresthe_ Kitty,524,0,Speakers_familiar-Kitty-Dog,NA,0,eng,NA
right,FALSE,Speakers_novel,9,7,Lif Canyoufindthe_ Lif,525,0,Speakers_novel-Lif-FribbleA,NA,0,eng,NA
right,TRUE,Speakers_familiar,8,0,Ball Wheresthe_ Ball,526,0,Speakers_familiar-Ball-Shoe,NA,0,eng,NA
left,FALSE,Speakers_novel,7,9,Neem Canyoufindthe_ Neem,527,0,Speakers_novel-Neem-FribbleB,NA,0,eng,NA
right,TRUE,Speakers_familiar,3,8,Dog Wheresthe_ Dog,528,0,Speakers_familiar-Dog-Ball,NA,0,eng,NA
left,FALSE,Speakers_novel,2,1,Neem Wheresthe_ Neem,529,0,Speakers_novel-Neem-FribbleA,NA,0,eng,NA
right,FALSE,Speakers_novel,1,2,Lif Canyoufindthe_ Lif,530,0,Speakers_novel-Lif-FribbleB,NA,0,eng,NA
left,TRUE,Speakers_familiar,0,5,Shoe Canyoufindthe_ Shoe,531,0,Speakers_familiar-Shoe-Car,NA,0,eng,NA
right,TRUE,Speakers_familiar,6,3,Kitty Wheresthe_ Kitty,532,0,Speakers_familiar-Kitty-Dog,NA,0,eng,NA
left,TRUE,Speakers_familiar,5,3,Car Wheresthe_ Car,533,0,Speakers_familiar-Car-Dog,NA,0,eng,NA
right,TRUE,Speakers_familiar,3,5,Dog Wheresthe_ Dog,534,0,Speakers_familiar-Dog-Car,NA,0,eng,NA
left,TRUE,Speakers_familiar,0,3,Shoe Canyoufindthe_ Shoe,535,0,Speakers_familiar-Shoe-Dog,NA,0,eng,NA
right,TRUE,Speakers_familiar,6,8,Kitty Canyoufindthe_ Kitty,536,0,Speakers_familiar-Kitty-Ball,NA,0,eng,NA
right,FALSE,Speakers_novel,7,9,Neem Wheresthe_ Neem,537,0,Speakers_novel-Neem-FribbleB,NA,0,eng,NA
left,TRUE,Speakers_familiar,8,0,Ball Canyoufindthe_ Ball,538,0,Speakers_familiar-Ball-Shoe,NA,0,eng,NA
left,TRUE,Speakers_familiar,6,0,Kitty Wheresthe_ Kitty,539,0,Speakers_familiar-Kitty-Shoe,NA,0,eng,NA
right,TRUE,Speakers_familiar,5,8,Car Wheresthe_ Car,540,0,Speakers_familiar-Car-Ball,NA,0,eng,NA
left,FALSE,Speakers_novel,2,1,Neem Canyoufindthe_ Neem,541,0,Speakers_novel-Neem-FribbleA,NA,0,eng,NA
right,TRUE,Speakers_familiar,3,4,Dog Canyoufindthe_ Dog,542,0,Speakers_familiar-Dog-Baby,NA,0,eng,NA
right,FALSE,Speakers_novel,2,1,Neem Canyoufindthe_ Neem,543,0,Speakers_novel-Neem-FribbleA,NA,0,eng,NA
left,TRUE,Speakers_familiar,8,3,Ball Wheresthe_ Ball,544,0,Speakers_familiar-Ball-Dog,NA,0,eng,NA
left,TRUE,Speakers_familiar,4,5,Baby Wheresthe_ Baby,545,0,Speakers_familiar-Baby-Car,NA,0,eng,NA
right,FALSE,Speakers_novel,9,7,Lif Canyoufindthe_ Lif,546,0,Speakers_novel-Lif-FribbleA,NA,0,eng,NA
right,TRUE,Speakers_familiar,5,3,Car Wheresthe_ Car,547,0,Speakers_familiar-Car-Dog,NA,0,eng,NA
right,TRUE,Speakers_familiar,8,6,Ball Wheresthe_ Ball,548,0,Speakers_familiar-Ball-Kitty,NA,0,eng,NA
left,TRUE,Speakers_familiar,6,8,Kitty Wheresthe_ Kitty,549,0,Speakers_familiar-Kitty-Ball,NA,0,eng,NA
left,TRUE,Speakers_familiar,4,5,Baby Canyoufindthe_ Baby,550,0,Speakers_familiar-Baby-Car,NA,0,eng,NA
right,FALSE,Speakers_novel,1,2,Lif Wheresthe_ Lif,551,0,Speakers_novel-Lif-FribbleB,NA,0,eng,NA
right,TRUE,Speakers_familiar,3,8,Dog Wheresthe_ Dog,552,0,Speakers_familiar-Dog-Ball,NA,0,eng,NA
right,FALSE,Speakers_novel,2,1,Neem Canyoufindthe_ Neem,553,0,Speakers_novel-Neem-FribbleA,NA,0,eng,NA
left,TRUE,Speakers_familiar,5,0,Car Wheresthe_ Car,554,0,Speakers_familiar-Car-Shoe,NA,0,eng,NA
left,FALSE,Speakers_novel,1,2,Lif Canyoufindthe_ Lif,555,0,Speakers_novel-Lif-FribbleB,NA,0,eng,NA
right,TRUE,Speakers_familiar,4,0,Baby Canyoufindthe_ Baby,556,0,Speakers_familiar-Baby-Shoe,NA,0,eng,NA
left,TRUE,Speakers_familiar,5,8,Car Wheresthe_ Car,557,0,Speakers_familiar-Car-Ball,NA,0,eng,NA
left,TRUE,Speakers_familiar,8,6,Ball Canyoufindthe_ Ball,558,0,Speakers_familiar-Ball-Kitty,NA,0,eng,NA
left,FALSE,Speakers_novel,1,2,Lif Wheresthe_ Lif,559,0,Speakers_novel-Lif-FribbleB,NA,0,eng,NA
right,TRUE,Speakers_familiar,3,4,Dog Canyoufindthe_ Dog,560,0,Speakers_familiar-Dog-Baby,NA,0,eng,NA
right,FALSE,Speakers_novel,9,7,Lif Canyoufindthe_ Lif,561,0,Speakers_novel-Lif-FribbleA,NA,0,eng,NA
right,TRUE,Speakers_familiar,6,3,Kitty Wheresthe_ Kitty,562,0,Speakers_familiar-Kitty-Dog,NA,0,eng,NA
left,TRUE,Speakers_familiar,8,0,Ball Wheresthe_ Ball,563,0,Speakers_familiar-Ball-Shoe,NA,0,eng,NA
left,TRUE,Speakers_familiar,3,5,Dog Wheresthe_ Dog,564,0,Speakers_familiar-Dog-Car,NA,0,eng,NA
left,TRUE,Speakers_familiar,8,3,Ball Canyoufindthe_ Ball,565,0,Speakers_familiar-Ball-Dog,NA,0,eng,NA
left,TRUE,Speakers_familiar,5,8,Car Wheresthe_ Car,566,0,Speakers_familiar-Car-Ball,NA,0,eng,NA
right,TRUE,Speakers_familiar,4,5,Baby Canyoufindthe_ Baby,567,0,Speakers_familiar-Baby-Car,NA,0,eng,NA
right,TRUE,Speakers_familiar,3,6,Dog Wheresthe_ Dog,568,0,Speakers_familiar-Dog-Kitty,NA,0,eng,NA
left,FALSE,Speakers_novel,7,9,Neem Wheresthe_ Neem,569,0,Speakers_novel-Neem-FribbleB,NA,0,eng,NA
right,FALSE,Speakers_novel,2,1,Neem Wheresthe_ Neem,570,0,Speakers_novel-Neem-FribbleA,NA,0,eng,NA
left,TRUE,Speakers_familiar,3,0,Dog Wheresthe_ Dog,571,0,Speakers_familiar-Dog-Shoe,NA,0,eng,NA
right,TRUE,Speakers_familiar,8,0,Ball Canyoufindthe_ Ball,572,0,Speakers_familiar-Ball-Shoe,NA,0,eng,NA
right,FALSE,Speakers_novel,1,2,Lif Wheresthe_ Lif,573,0,Speakers_novel-Lif-FribbleB,NA,0,eng,NA
left,TRUE,Speakers_familiar,8,5,Ball Wheresthe_ Ball,574,0,Speakers_familiar-Ball-Car,NA,0,eng,NA
left,FALSE,Speakers_novel,1,2,Lif Canyoufindthe_ Lif,575,0,Speakers_novel-Lif-FribbleB,NA,0,eng,NA
right,TRUE,Speakers_familiar,3,4,Dog Canyoufindthe_ Dog,576,0,Speakers_familiar-Dog-Baby,NA,0,eng,NA
right,TRUE,Speakers_familiar,6,4,Kitty Canyoufindthe_ Kitty,577,0,Speakers_familiar-Kitty-Baby,NA,0,eng,NA
left,TRUE,Speakers_familiar,0,3,Shoe Canyoufindthe_ Shoe,578,0,Speakers_familiar-Shoe-Dog,NA,0,eng,NA
left,TRUE,Speakers_familiar,3,4,Dog Canyoufindthe_ Dog,579,0,Speakers_familiar-Dog-Baby,NA,0,eng,NA
right,TRUE,Speakers_familiar,8,5,Ball Canyoufindthe_ Ball,580,0,Speakers_familiar-Ball-Car,NA,0,eng,NA
right,TRUE,Speakers_familiar,0,5,Shoe Wheresthe_ Shoe,581,0,Speakers_familiar-Shoe-Car,NA,0,eng,NA
left,TRUE,Speakers_familiar,6,4,Kitty Canyoufindthe_ Kitty,582,0,Speakers_familiar-Kitty-Baby,NA,0,eng,NA
left,TRUE,Speakers_familiar,5,4,Car Canyoufindthe_ Car,583,0,Speakers_familiar-Car-Baby,NA,0,eng,NA
left,FALSE,Speakers_novel,2,1,Neem Wheresthe_ Neem,584,0,Speakers_novel-Neem-FribbleA,NA,0,eng,NA
right,TRUE,Speakers_familiar,6,8,Kitty Canyoufindthe_ Kitty,585,0,Speakers_familiar-Kitty-Ball,NA,0,eng,NA
right,TRUE,Speakers_familiar,0,6,Shoe Canyoufindthe_ Shoe,586,0,Speakers_familiar-Shoe-Kitty,NA,0,eng,NA
right,TRUE,Speakers_familiar,3,8,Dog Canyoufindthe_ Dog,587,0,Speakers_familiar-Dog-Ball,NA,0,eng,NA
left,TRUE,Speakers_familiar,0,4,Shoe Canyoufindthe_ Shoe,588,0,Speakers_familiar-Shoe-Baby,NA,0,eng,NA
left,TRUE,Speakers_familiar,4,6,Baby Canyoufindthe_ Baby,589,0,Speakers_familiar-Baby-Kitty,NA,0,eng,NA
right,TRUE,Speakers_familiar,8,6,Ball Wheresthe_ Ball,590,0,Speakers_familiar-Ball-Kitty,NA,0,eng,NA
left,TRUE,Speakers_familiar,3,5,Dog Wheresthe_ Dog,591,0,Speakers_familiar-Dog-Car,NA,0,eng,NA
right,TRUE,Speakers_familiar,0,8,Shoe Wheresthe_ Shoe,592,0,Speakers_familiar-Shoe-Ball,NA,0,eng,NA
left,TRUE,Speakers_familiar,6,8,Kitty Wheresthe_ Kitty,593,0,Speakers_familiar-Kitty-Ball,NA,0,eng,NA
right,TRUE,Speakers_familiar,5,4,Car Canyoufindthe_ Car,594,0,Speakers_familiar-Car-Baby,NA,0,eng,NA
